,基金代码,基金名称,开始日期,类型
2452,003867,招商招景纯债,2017-03-08,债券基金
2453,003869,长信稳势纯债,2017-08-18,债券基金
2454,003874,浙商日添金,2016-11-30,货币基金
2455,003876,华宝沪深300增强,2016-12-09,股票基金
2456,003877,富国久利稳健配置混合,2016-12-27,混合式基金
2457,003879,嘉实6个月理财债券,2017-06-19,货币基金
2458,003880,嘉实定期宝6个月理财债券,2017-03-23,货币基金
2459,003882,易方达瑞弘混合,2017-01-11,混合式基金
2460,003884,汇安沪深300增强,2017-01-24,股票基金
2461,003886,汇安丰利混合,2016-12-19,混合式基金
2462,003888,汇安嘉源纯债债券,2016-12-22,债券基金
2463,003889,汇安丰泽混合,2017-01-13,混合式基金
2464,003891,汇安嘉裕纯债债券,2016-12-05,债券基金
2465,003892,鹏华普泰债券,2016-12-05,债券基金
2466,003895,安信新视野混合,2016-12-19,混合式基金
2467,003897,金元顺安桉泰债券,2017-06-09,债券基金
2468,003898,永赢丰益债券,2017-02-16,债券基金
2469,003899,国泰民惠收益定期开放债券,2016-12-29,债券基金
2470,003900,交银瑞鑫定期开放灵活配置混合,2016-12-14,混合式基金
2471,003901,交银瑞景定期开放灵活配置混合,2016-12-21,混合式基金
2472,003902,德邦锐璟债券,2016-12-16,债券基金
2473,003906,华夏新锦图混合,2016-12-29,混合式基金
2474,003908,万家家泰,2017-03-03,债券基金
2475,003910,万家家盛,2017-03-09,债券基金
2476,003912,泰达宏利启富混合,2017-03-14,混合式基金
2477,003914,泰达宏利启迪混合,2017-03-01,混合式基金
2478,003916,泰达宏利启泽混合,2017-03-01,混合式基金
2479,003918,泰达宏利启明混合,2017-03-01,混合式基金
2480,003922,长盛盛康混合,2017-02-13,债券基金
2481,003924,长盛盛泰混合,2017-03-20,混合式基金
2482,003926,中融恒信纯债,2017-08-09,债券基金
2483,003928,前海联合永兴纯债,2017-08-14,债券基金
2484,003929,中银证券安进债券,2016-12-05,债券基金
2485,003931,工银丰实三年定开债券,2017-06-12,债券基金
2486,003932,银华中证5年期地方政府债指数,2017-06-01,债券基金
2487,003934,银华中证10年期地方政府债指数,2017-06-16,债券基金
2488,003936,南方和利定期开放债券,2017-01-24,债券基金
2489,003938,南方荣尊定开混合,2017-05-22,混合式基金
2490,003940,银华盛世精选灵活配置混合发起式,2016-12-22,混合式基金
2491,003941,国泰鑫益灵活配置混合,2016-12-09,混合式基金
2492,003943,国泰泽益灵活配置混合,2016-12-09,混合式基金
2493,003945,国泰众益灵活配置混合,2017-03-01,混合式基金
2494,003947,博时聚享纯债债券,2016-12-19,债券基金
2495,003949,兴全稳泰债券,2016-12-16,债券基金
2496,003950,博时鑫润混合,2016-12-07,混合式基金
2497,003952,兴业18个月定开债券,2017-03-20,债券基金
2498,003954,华泰柏瑞价值精选30混合,2017-02-03,混合式基金
2499,003955,国泰民丰回报定期开放灵活配置混合,2017-03-31,混合式基金
2500,003956,南方教育股票,2017-01-25,股票基金
2501,003957,安信新起点混合,2017-03-16,混合式基金
2502,003959,平安量化混合,2017-01-23,混合式基金
2503,003961,易方达瑞程混合,2016-12-15,混合式基金
2504,003963,博时慧选纯债3个月定开债,2016-12-19,债券基金
2505,003964,华夏新锦略混合,2017-01-22,混合式基金
2506,003966,中银润利混合,2016-12-14,混合式基金
2507,003968,交银天益宝货币,2016-12-20,货币基金
2508,003970,华泰柏瑞兴利混合,2016-12-29,混合式基金
2509,003972,国富美元定期开放债券(QDII),2017-01-24,债券基金
2510,003974,中信建投睿泰,2017-02-14,混合式基金
2511,003976,中信建投稳惠,2017-03-03,债券基金
2512,003978,中信建投稳祥,2017-03-03,债券基金
2513,003980,中银证券瑞益混合,2017-01-24,混合式基金
2514,003982,国投瑞银顺益纯债债券,2017-03-10,债券基金
2515,003983,鹏华丰惠债券,2016-12-09,债券基金
2516,003984,嘉实新能源新材料股票,2017-03-16,股票基金
2517,003986,申万中证500指数,2017-01-10,股票基金
2518,003987,银华中债-10年期国债期货期限匹配金融债指数,2017-04-17,债券基金
2519,003989,银华中债5年期金融债指数,2017-04-17,债券基金
2520,003991,富国富利稳健配置混合,2017-01-24,混合式基金
2521,003993,前海开源沪港深核心驱动混合,2016-12-13,混合式基金
2522,410002,华富货币,2006-06-21,货币基金
2523,003995,银华中债AAA信用债指数,2017-06-21,债券基金
2524,003997,泓德添利货币,2017-05-04,货币基金
2525,003999,富荣富祥纯债,2017-03-09,债券基金
2526,004000,泰达睿选稳健混合,2017-01-23,混合式基金
2527,004001,泰达宏利恒利债券,2017-01-22,债券基金
2528,004003,泰达宏利启惠混合,2017-03-01,混合式基金
2529,004005,东方民丰回报赢安混合,2017-03-09,混合式基金
2530,004007,申万菱信安泰添利纯债一年定期开放债券,2017-06-27,债券基金
2531,004008,中融鑫思路混合,2017-01-16,混合式基金
2532,004010,华泰柏瑞鼎利混合,2016-12-22,混合式基金
2533,004012,华泰柏瑞裕利混合,2017-01-13,混合式基金
2534,004014,华泰柏瑞锦利混合,2017-01-13,混合式基金
2535,004018,招商兴华灵活混合,2016-12-16,混合式基金
2536,004020,广发景祥纯债,2017-03-02,债券基金
2537,004021,广发汇富一年定期债券,2017-02-13,债券基金
2538,004023,广发量化稳健混合,2017-08-04,混合式基金
2539,004024,华泰保兴尊诚定开,2017-02-23,债券基金
2540,004025,融通收益增强债券,2017-08-30,债券基金
2541,004027,广发景源纯债,2017-02-17,债券基金
2542,004029,嘉实稳康纯债债券,2017-06-13,债券基金
2543,004030,嘉实丰安6个月定期债券,2016-12-29,债券基金
2544,004031,鑫元添利债券,2017-03-17,债券基金
2545,004032,工银丰淳半年定开债券,2017-02-28,债券基金
2546,004033,金鹰添荣纯债债券,2017-03-07,债券基金
2547,004034,博时弘康18个月定开债,2017-03-24,债券基金
2548,004036,鹏华弘樽混合,2016-12-29,混合式基金
2549,004038,中银富享定开债券,2017-03-20,债券基金
2550,004039,中欧骏泰货币,2016-12-19,货币基金
2551,004040,金鹰医疗健康产业股票,2017-08-01,股票基金
2552,004042,华夏鼎茂债券,2017-03-14,债券基金
2553,004044,金鹰转型动力混合,2017-11-16,混合式基金
2554,004045,金鹰添润定开债券,2017-02-16,债券基金
2555,004046,华夏新锦顺混合,2017-02-16,混合式基金
2556,004048,华夏新锦汇混合,2017-03-08,混合式基金
2557,004050,华夏新锦升混合,2017-05-31,混合式基金
2558,004052,华夏鼎智债券,2017-01-20,债券基金
2559,004054,华夏鼎实债券,2017-06-15,债券基金
2560,004056,华夏惠利货币,2017-02-10,货币基金
2561,004059,鑫元招利,2016-12-22,债券基金
2562,004060,博时兴盛货币,2016-12-21,货币基金
2563,004061,华夏鼎隆债券,2017-02-16,债券基金
2564,004063,华夏恒融定开债券,2017-03-23,债券基金
2565,004064,交银瑞利定期开放灵活配置混合,2017-02-24,混合式基金
2566,004065,中融量化多因子混合,2016-12-29,混合式基金
2567,004066,嘉实稳熙纯债债券,2017-03-16,债券基金
2568,004067,中融鑫回报混合,2016-12-22,混合式基金
2569,004069,南方中证全指证券ETF联接,2017-03-08,联接基金
2570,004072,金元顺安金通宝货币,2017-01-20,货币基金
2571,004074,交银瑞安定期开放灵活配置混合,2017-03-02,混合式基金
2572,004075,交银医药创新股票,2017-03-23,股票基金
2573,004076,国联安锐意混合,2017-01-23,混合式基金
2574,004077,金信民发货币,2016-12-16,货币基金
2575,004079,万家鑫丰纯债,2017-01-18,债券基金
2576,004081,国联安鑫乾混合,2017-03-02,混合式基金
2577,004083,国联安鑫隆混合,2017-03-03,混合式基金
2578,004085,工银国债(7-10年)指数,2017-01-04,债券基金
2579,004087,银华添润定期开放债券,2017-03-07,债券基金
2580,004088,申万菱信安泰增利纯债一年定期开放债券,2017-06-27,债券基金
2581,004089,汇添富鑫瑞债券,2016-12-26,债券基金
2582,004091,博时沪港深价值优选,2017-01-24,混合式基金
2583,004093,金元顺安桉盛债券,2017-03-30,债券基金
2584,004094,招商丰诚灵活混合,2017-01-10,混合式基金
2585,004096,鹏华兴康定期开放混合,2017-02-22,混合式基金
2586,004097,农银日日鑫货币,2016-12-27,货币基金
2587,004098,前海开源港股通股息率50强,2017-05-08,股票基金
2588,004099,前海开源沪港深景气行业,2017-05-08,混合式基金
2589,004100,鹏华安益增强混合,2017-02-22,混合式基金
2590,004101,国泰民安增益定期开放灵活配置混合,2017-08-31,债券基金
2591,004102,信诚稳悦,2017-02-10,债券基金
2592,004104,信诚稳鑫,2017-03-02,债券基金
2593,004106,信诚稳丰,2017-01-23,债券基金
2594,004108,信诚稳泰,2017-02-16,债券基金
2595,004110,信诚至盛,2017-08-30,混合式基金
2596,004112,创金合信国企活力,2017-01-23,混合式基金
2597,004113,华泰柏瑞泰利混合,2017-01-13,混合式基金
2598,004115,嘉实新添程,2017-02-28,混合式基金
2599,004116,嘉实新添瑞,2016-12-21,混合式基金
2600,004117,大成惠祥定开纯债债券,2017-02-16,债券基金
2601,004118,博时裕鹏纯债债券,2016-12-22,债券基金
2602,004119,广发创新驱动混合,2017-06-09,混合式基金
2603,004120,国富安享货币,2017-05-22,货币基金
2604,004121,兴银现金添利,2016-12-30,货币基金
2605,004122,兴银长益定开债,2017-03-15,债券基金
2606,004123,兴银长盈定开债,2017-03-15,债券基金
2607,004124,民生加银鑫升,2017-02-17,债券基金
2608,004127,鹏华丰康债券,2017-03-17,债券基金
2609,004128,前海联合泳隆混合,2017-08-29,混合式基金
2610,004129,国联安鑫汇混合,2017-03-01,混合式基金
2611,004131,国联安鑫发混合,2017-03-02,混合式基金
2612,004133,中航航行宝,2017-01-25,货币基金
2613,004134,农银金安定开,2017-03-07,债券基金
2614,004135,申万量化混,2017-03-10,混合式基金
2615,004136,博时民泽纯债债券,2017-01-13,债券基金
2616,004138,上银鑫达混,2017-03-09,混合式基金
2617,004139,中邮军民融合,2017-04-01,混合式基金
2618,004140,兴业福鑫债券,2017-03-10,债券基金
2619,004141,兴业瑞丰6个月定开债券,2017-03-23,债券基金
2620,004142,招商盛合灵活混合,2017-03-01,混合式基金
2621,004144,上投摩根安丰回报混合,2017-01-17,混合式基金
2622,004146,上投摩根安泽回报混合,2017-01-17,混合式基金
2623,004148,圆信永丰多策略,2017-03-29,混合式基金
2624,004149,博时鑫惠混合,2017-01-10,混合式基金
2625,004151,先锋日添利,2017-04-14,货币基金
2626,004153,信诚新悦,2016-12-29,混合式基金
2627,004155,信诚至泰,2017-06-06,混合式基金
2628,004157,信诚至诚,2017-03-10,混合式基金
2629,004159,中欧天启债券,2017-01-25,债券基金
2630,004161,国泰中国企业信用精选债券(QDII),2017-09-13,债券基金
2631,004165,北信瑞丰增强回报,2017-02-20,混合式基金
2632,004166,东方价值挖掘,2017-05-17,混合式基金
2633,004168,博时富嘉纯债债券,2017-01-20,债券基金
2634,004169,万家现金增利货币,2017-02-13,货币基金
2635,004171,信诚永益,2017-01-24,混合式基金
2636,004173,嘉实增益宝货币,2016-12-27,货币基金
2637,004175,博时鑫泰混合,2016-12-29,混合式基金
2638,004178,丰润货币,2017-03-10,货币基金
2639,004180,南方宏元定期开放债券发起式,2017-01-18,债券基金
2640,004182,建信瑞福添利混合,2017-05-25,混合式基金
2641,004183,富国产业升级混合,2017-06-09,混合式基金
2642,004184,民生鑫弘债券,2017-08-22,债券基金
2643,004185,江信增利货币,2017-08-03,货币基金
2644,004189,华商民营活力混合,2017-03-15,混合式基金
2645,004190,招商沪深300指数,2017-02-10,股票基金
2646,004192,招商中证500指数,2017-05-17,股票基金
2647,004194,招商中证1000指数,2017-03-03,股票基金
2648,004196,泓德裕鑫一年定开债券,2017-05-24,债券基金
2649,004198,华富天益货币,2017-01-24,货币基金
2650,004200,博时富瑞纯债债券,2017-03-03,债券基金
2651,004202,华夏睿磐泰兴混合,2017-07-14,混合式基金
2652,004203,上投摩根岁岁金定期开放债券,2017-04-10,债券基金
2653,004205,东方支柱产业灵活配置混合,2017-05-24,混合式基金
2654,004206,华商元亨,2017-01-25,混合式基金
2655,004207,交银启通灵活配置混合,2017-02-24,混合式基金
2656,004209,大成智惠量化多策略混合,2017-03-21,混合式基金
2657,004211,金鹰周期优选混合,2018-01-29,混合式基金
2658,004212,中融量化智选混合,2017-03-22,混合式基金
2659,004213,中欧骏益货币,2017-03-21,货币基金
2660,004214,方正富邦鑫利宝货币,2017-01-24,货币基金
2661,004216,兴业安润货币,2017-01-06,货币基金
2662,004218,前海开源裕和定期开放混合,2017-04-12,混合式基金
2663,004219,中海添顺定开混合,2017-04-27,混合式基金
2664,519985,长信纯债壹号债券,2014-07-01,债券基金
2665,519983,长信量化先锋混合,2010-11-18,混合式基金
2666,004222,金信民旺债券,2017-12-04,债券基金
2667,004223,金信多策略混合,2017-06-08,混合式基金
2668,004224,南方军工混合,2017-03-08,混合式基金
2669,004225,国寿安保稳诚混合,2017-01-20,混合式基金
2670,004227,泰信鑫利混合,2017-05-25,混合式基金
2671,004229,鹏华新能源混合,2017-04-10,混合式基金
2672,004230,永赢添益债券,2017-02-27,债券基金
2673,004238,永赢瑞益债券,2017-03-02,债券基金
2674,004242,兴业增益三年定开债券,2017-01-20,债券基金
2675,162719,广发道琼斯石油指数(QDII-LOF),2017-02-28,股票基金
2676,004244,东方周期优选灵活配置混合,2017-03-15,混合式基金
2677,004245,国都聚益定期开放,2017-05-03,混合式基金
2678,004246,德邦锐乾债券,2017-01-18,债券基金
2679,004248,华宝新动力混合,2017-01-20,混合式基金
2680,004249,安信中国制造混合,2017-03-16,混合式基金
2681,004250,银河量化优选混合,2017-04-27,混合式基金
2682,004254,民生加银汇鑫定开债,2017-04-25,债券基金
2683,004258,国寿安保稳嘉混合,2017-02-10,混合式基金
2684,004260,德邦稳盈增长灵活配置混合,2017-03-10,混合式基金
2685,004261,招商招禧宝货币,2017-03-29,货币基金
2686,004263,华安沪港深机会,2017-05-10,混合式基金
2687,004264,海富通瑞合纯债,2017-03-24,债券基金
2688,004265,金鹰民丰回报混合,2017-06-28,混合式基金
2689,004266,招商沪港深科技创新混合,2017-04-26,混合式基金
2690,162105,金鹰持久增利债券（LOF）,2012-03-09,债券基金
2691,004268,中信建投睿康,2017-04-26,混合式基金
2692,004270,汇添富民丰回报混合,2017-09-27,混合式基金
2693,004272,中融量化小盘股票,2017-05-17,股票基金
2694,004276,浦银安盛安和回报定开混合,2017-03-23,混合式基金
2695,004278,东方红智逸沪港深定开混合,2017-04-14,混合式基金
2696,004279,国寿安保稳荣混合,2017-02-10,混合式基金
2697,004281,华宝新回报混合,2017-03-23,混合式基金
2698,004282,博时兴荣货币,2017-02-24,货币基金
2699,004283,中欧达安混合,2017-03-03,混合式基金
2700,004284,华宝新优选混合,2017-03-23,混合式基金
2701,004285,华富天盈货币,2017-03-03,货币基金
2702,004287,国投瑞银安颐多策略混合,2017-03-29,混合式基金
